,TAG_NUMBER,catchAREA,DATE,BOAT,GearType,Company,Catch.t,dataorigin,id
192,522911,German Bank,2022-08-26,Morning Star,Purse Seine,Scotia Garden,89,ScotiaGardenReturns2022.csv,2022-08-26 Morning Star
193,522938,German Bank,2022-09-01,Morning Star,Purse Seine,Scotia Garden,78,ScotiaGardenReturns2022.csv,2022-09-01 Morning Star
194,522964,German Bank,2022-09-01,Morning Star,Purse Seine,Scotia Garden,78,ScotiaGardenReturns2022.csv,2022-09-01 Morning Star
195,531273,Scots Bay,2020-06-15,Morning Star,Purse Seine,Scotia Garden,131,ScotiaGardenReturns2020.csv,2020-06-15 Morning Star
196,531382,Scots Bay,2020-08-13,Leroy & Barry II,Purse Seine,Scotia Garden,68,ScotiaGardenReturns2020.csv,2020-08-13 Leroy & Barry II
197,550037,Scots Bay,2020-08-12,Leroy & Barry II,Purse Seine,Scotia Garden,71,ScotiaGardenReturns2020.csv,2020-08-12 Leroy & Barry II
198,580142,GANNET DRY LEDGE-AREA 5,2021-06-29,Sealife II,Purse Seine,Comeau - Sea Life,58,ComeauReturns2021.csv,2021-06-29 Sealife II
199,581083,Scots Bay (Area 8),2021-06-08,Lady Melissa,Purse Seine,Comeau - Sea Life,151.1,ComeauReturns2021.csv,2021-06-08 Lady Melissa
200,585852,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
201,585856,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
202,585858,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
203,585860,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
204,585864,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
205,585876,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
206,585885,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
207,585894,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
208,585900,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
209,585910,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
210,585912,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
211,585919,Scots Bay,2022-08-10,Leroy & Barry II,Purse Seine,Scotia Garden,98,ScotiaGardenReturns2022.csv,2022-08-10 Leroy & Barry II
212,585920,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
213,585938,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
214,585942,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
215,585945,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
216,585964,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
217,585967,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
218,585970,Scots Bay,2022-08-09,Morning Star,Purse Seine,Scotia Garden,116,ScotiaGardenReturns2022.csv,2022-08-09 Morning Star
219,586078,German Bank,2022-09-02,Morning Star,Purse Seine,Scotia Garden,107,ScotiaGardenReturns2022.csv,2022-09-02 Morning Star
220,589502,Scots Bay (Area 8),2021-08-03,Lady Melissa,Purse Seine,Comeau - Sea Life,55,ComeauReturns2021.csv,2021-08-03 Lady Melissa
221,589507,Scots Bay (Area 8),2021-08-03,Lady Melissa,Purse Seine,Comeau - Sea Life,55,ComeauReturns2021.csv,2021-08-03 Lady Melissa
222,589533,Scots Bay (Area 8),2021-08-03,Sealife II,Purse Seine,Comeau - Sea Life,53,ComeauReturns2021.csv,2021-08-03 Sealife II
223,589571,Scots Bay (Area 8),2021-08-03,Lady Janice II/Sealife II,Purse Seine,Comeau - Sea Life,88,ComeauReturns2021.csv,2021-08-03 Lady Janice II/Sealife II
224,589646,Scots Bay (Area 8),2021-08-03,Lady Janice II,Purse Seine,Comeau - Sea Life,35,ComeauReturns2021.csv,2021-08-03 Lady Janice II
225,589805,Scots Bay (Area 8),2021-08-03,Lady Janice II,Purse Seine,Comeau - Sea Life,35,ComeauReturns2021.csv,2021-08-03 Lady Janice II
226,589890,Scots Bay (Area 8),2021-08-03,Lady Janice II/Sealife II,Purse Seine,Comeau - Sea Life,88,ComeauReturns2021.csv,2021-08-03 Lady Janice II/Sealife II
227,590064,Scots Bay (Area 8),2021-08-03,Sealife II,Purse Seine,Comeau - Sea Life,53,ComeauReturns2021.csv,2021-08-03 Sealife II
228,590065,Scots Bay (Area 8),2021-08-03,Sealife II,Purse Seine,Comeau - Sea Life,53,ComeauReturns2021.csv,2021-08-03 Sealife II
229,590150,Scots Bay (Area 8),2021-08-19,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2021.csv,2021-08-19 Lady Melissa
230,590200,Scots Bay (Area 8),2021-08-17,Lady Janice II,Purse Seine,Comeau - Sea Life,109,ComeauReturns2021.csv,2021-08-17 Lady Janice II
231,590536,Scots Bay (Area 8),2021-08-19,Lady Janice II,Purse Seine,Comeau - Sea Life,47,ComeauReturns2021.csv,2021-08-19 Lady Janice II
232,590687,Scots Bay (Area 8),2021-08-19,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2021.csv,2021-08-19 Lady Melissa
233,590731,Scots Bay (Area 8),2021-08-19,Sealife II,Purse Seine,Comeau - Sea Life,87,ComeauReturns2021.csv,2021-08-19 Sealife II
234,590756,Scots Bay (Area 8),2021-08-19,Lady Janice II/Lady Melissa,Purse Seine,Comeau - Sea Life,126,ComeauReturns2021.csv,2021-08-19 Lady Janice II/Lady Melissa
235,590796,Scots Bay (Area 8),2021-08-19,Sealife II,Purse Seine,Comeau - Sea Life,87,ComeauReturns2021.csv,2021-08-19 Sealife II
236,590862,German Bank (Area 7),2021-09-01,Lady Melissa,Purse Seine,Comeau - Sea Life,129,ComeauReturns2021.csv,2021-09-01 Lady Melissa
237,601184,Seal Island,2022-09-21,Leroy & Barry II,Purse Seine,Scotia Garden,45,ScotiaGardenReturns2022.csv,2022-09-21 Leroy & Barry II
238,601230,Seal Island,2022-09-21,Morning Star,Purse Seine,Scotia Garden,106,ScotiaGardenReturns2022.csv,2022-09-21 Morning Star
239,603036,German Bank,2022-09-01,Morning Star,Purse Seine,Scotia Garden,78,ScotiaGardenReturns2022.csv,2022-09-01 Morning Star
240,603451,German Bank,2022-09-02,Morning Star,Purse Seine,Scotia Garden,107,ScotiaGardenReturns2022.csv,2022-09-02 Morning Star
241,603519,German Bank,2022-09-14,Leroy & Barry II,Purse Seine,Scotia Garden,115,ScotiaGardenReturns2022.csv,2022-09-14 Leroy & Barry II
242,603644,German Bank,2022-09-19,Leroy & Barry II,Purse Seine,Scotia Garden,102,ScotiaGardenReturns2022.csv,2022-09-19 Leroy & Barry II
243,603829,Seal Island,2022-09-21,Morning Star,Purse Seine,Scotia Garden,106,ScotiaGardenReturns2022.csv,2022-09-21 Morning Star
244,512376,Scots Bay (Area 8),2022-07-28,Lady Janice II,Purse Seine,Comeau - Sea Life,185,ComeauReturns2022.csv,2022-07-28 Lady Janice II
245,499124,Scots Bay (Area 8),2022-07-29,Lady Janice II,Purse Seine,Comeau - Sea Life,69,ComeauReturns2022.csv,2022-07-29 Lady Janice II
246,470031,Scots Bay (Area 8),2022-07-29,Lady Janice II,Purse Seine,Comeau - Sea Life,69,ComeauReturns2022.csv,2022-07-29 Lady Janice II
247,470267,Scots Bay (Area 8),2022-08-08,Lady Janice II,Purse Seine,Comeau - Sea Life,45,ComeauReturns2022.csv,2022-08-08 Lady Janice II
248,585903,Scots Bay (Area 8),2022-08-09,Sealife II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-09 Sealife II
249,495558,Scots Bay (Area 8),2022-08-09,Sealife II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-09 Sealife II
250,518776,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
251,522385,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
252,495883,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
253,500326,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
254,518726,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
255,500213,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
256,518533,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
257,495876,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
258,522281,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
259,495945,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
260,500115,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
261,518800,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
262,585944,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
263,518644,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
264,522287,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
265,495548,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
266,495944,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
267,500297,Scots Bay (Area 8),2022-08-10,Lady Melissa,Purse Seine,Comeau - Sea Life,111,ComeauReturns2022.csv,2022-08-10 Lady Melissa
268,495701,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
269,495858,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
270,522399,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
271,495625,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
272,495659,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
273,518601,Scots Bay (Area 8),2022-08-10,Lady Janice II,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-10 Lady Janice II
274,495912,Scots Bay (Area 8),2022-08-11,Lady Janice II,Purse Seine,Comeau - Sea Life,162,ComeauReturns2022.csv,2022-08-11 Lady Janice II
275,500249,Scots Bay (Area 8),2022-08-11,Lady Janice II,Purse Seine,Comeau - Sea Life,162,ComeauReturns2022.csv,2022-08-11 Lady Janice II
276,518791,Scots Bay (Area 8),2022-08-11,Sealife II,Purse Seine,Comeau - Sea Life,73,ComeauReturns2022.csv,2022-08-11 Sealife II
277,500352,Scots Bay (Area 8),2022-08-11,Lady Janice II,Purse Seine,Comeau - Sea Life,162,ComeauReturns2022.csv,2022-08-11 Lady Janice II
278,500396,Scots Bay (Area 8),2022-08-11,Sealife II,Purse Seine,Comeau - Sea Life,73,ComeauReturns2022.csv,2022-08-11 Sealife II
279,500486,Scots Bay (Area 8),2022-08-11,Sealife II,Purse Seine,Comeau - Sea Life,73,ComeauReturns2022.csv,2022-08-11 Sealife II
280,495866,Scots Bay (Area 8),2022-08-11,Lady Melissa,Purse Seine,Comeau - Sea Life,33,ComeauReturns2022.csv,2022-08-11 Lady Melissa
281,500598,Scots Bay (Area 8),2022-08-11,Sealife II,Purse Seine,Comeau - Sea Life,73,ComeauReturns2022.csv,2022-08-11 Sealife II
282,522389,Scots Bay (Area 8),2022-08-11,Sealife II,Purse Seine,Comeau - Sea Life,73,ComeauReturns2022.csv,2022-08-11 Sealife II
283,522380,Scots Bay (Area 8),2022-08-11,Sealife II,Purse Seine,Comeau - Sea Life,73,ComeauReturns2022.csv,2022-08-11 Sealife II
284,500049,Scots Bay (Area 8),2022-08-11,Lady Janice II,Purse Seine,Comeau - Sea Life,162,ComeauReturns2022.csv,2022-08-11 Lady Janice II
285,522291,Scots Bay (Area 8),2022-08-11,Lady Janice II,Purse Seine,Comeau - Sea Life,162,ComeauReturns2022.csv,2022-08-11 Lady Janice II
286,499949,German Bank (Area 7),2022-08-16,Lady Melissa,Purse Seine,Comeau - Sea Life,99,ComeauReturns2022.csv,2022-08-16 Lady Melissa
287,499939,German Bank (Area 7),2022-08-16,Lady Melissa,Purse Seine,Comeau - Sea Life,99,ComeauReturns2022.csv,2022-08-16 Lady Melissa
288,499943,German Bank (Area 7),2022-08-16,Lady Melissa,Purse Seine,Comeau - Sea Life,99,ComeauReturns2022.csv,2022-08-16 Lady Melissa
289,499966,German Bank (Area 7),2022-08-16,Lady Melissa,Purse Seine,Comeau - Sea Life,99,ComeauReturns2022.csv,2022-08-16 Lady Melissa
290,522931,Scots Bay,2022-08-22,Lady Janice II,Purse Seine,Comeau - Sea Life,NA,ComeauReturns2022.csv,2022-08-23 Lady Janice II
291,522223,Scots Bay (Area 8),2022-08-23,Lady Melissa,Purse Seine,Comeau - Sea Life,40,ComeauReturns2022.csv,2022-08-23 Lady Melissa
292,502516,German Bank (Area 7),2022-08-26,Lady Janice II,Purse Seine,Comeau - Sea Life,51,ComeauReturns2022.csv,2022-08-26 Lady Janice II
293,502885,German Bank (Area 7),2022-08-26,Lady Janice II,Purse Seine,Comeau - Sea Life,51,ComeauReturns2022.csv,2022-08-26 Lady Janice II
294,502718,German Bank (Area 7),2022-08-26,Lady Janice II,Purse Seine,Comeau - Sea Life,51,ComeauReturns2022.csv,2022-08-26 Lady Janice II
295,498552,German Bank (Area 7),2022-08-26,Sealife II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Sealife II
296,502385,German Bank (Area 7),2022-08-26,Sealife II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Sealife II
297,502550,German Bank (Area 7),2022-08-26,Sealife II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Sealife II
298,498250,German Bank (Area 7),2022-08-26,Sealife II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Sealife II
299,499957,German Bank (Area 7),2022-08-26,Sealife II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Sealife II
300,498420,German Bank (Area 7),2022-08-26,Lady Janice II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Lady Janice II
301,502546,German Bank (Area 7),2022-08-26,Lady Janice II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Lady Janice II
302,498479,German Bank (Area 7),2022-08-26,Sealife II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Sealife II
303,502429,German Bank (Area 7),2022-08-26,Sealife II,Purse Seine,Comeau - Sea Life,96,ComeauReturns2022.csv,2022-08-26 Sealife II
304,498441,German Bank (Area 7),2022-08-30,Lady Janice II,Purse Seine,Comeau - Sea Life,151,ComeauReturns2022.csv,2022-08-30 Lady Janice II
305,498533,German Bank (Area 7),2022-08-30,Lady Janice II,Purse Seine,Comeau - Sea Life,151,ComeauReturns2022.csv,2022-08-30 Lady Janice II
306,467433,German Bank (Area 7),2022-08-30,Lady Melissa,Purse Seine,Comeau - Sea Life,53,ComeauReturns2022.csv,2022-08-31 Lady Melissa
307,467085,German Bank (Area 7),2022-08-30,Lady Melissa,Purse Seine,Comeau - Sea Life,53,ComeauReturns2022.csv,2022-08-31 Lady Melissa
308,498641,German Bank (Area 7),2022-08-31,Lady Melissa,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-31 Lady Melissa
309,510570,German Bank (Area 7),2022-08-31,Lady Janice II,Purse Seine,Comeau - Sea Life,78,ComeauReturns2022.csv,2022-08-31 Lady Janice II
310,502850,German Bank (Area 7),2022-08-31,Lady Janice II,Purse Seine,Comeau - Sea Life,78,ComeauReturns2022.csv,2022-08-31 Lady Janice II
311,467076,German Bank (Area 7),2022-08-31,Lady Janice II,Purse Seine,Comeau - Sea Life,78,ComeauReturns2022.csv,2022-08-31 Lady Janice II
312,498315,German Bank (Area 7),2022-08-31,Lady Janice II,Purse Seine,Comeau - Sea Life,78,ComeauReturns2022.csv,2022-08-31 Lady Janice II
313,502315,German Bank (Area 7),2022-08-31,Lady Janice II,Purse Seine,Comeau - Sea Life,78,ComeauReturns2022.csv,2022-08-31 Lady Janice II
314,510611,German Bank (Area 7),2022-08-31,Lady Melissa,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-31 Lady Melissa
315,502622,German Bank (Area 7),2022-08-31,Lady Melissa,Purse Seine,Comeau - Sea Life,74,ComeauReturns2022.csv,2022-08-31 Lady Melissa
316,467067,German Bank (Area 7),2022-09-01,Sealife II,Purse Seine,Comeau - Sea Life,36,ComeauReturns2022.csv,2022-09-01 Sealife II
317,475127,German Bank (Area 7),2022-09-01,Sealife II,Purse Seine,Comeau - Sea Life,36,ComeauReturns2022.csv,2022-09-01 Sealife II
318,467367,German Bank (Area 7),2022-09-01,Sealife II,Purse Seine,Comeau - Sea Life,36,ComeauReturns2022.csv,2022-09-01 Sealife II
319,510552,German Bank (Area 7),2022-09-01,Sealife II,Purse Seine,Comeau - Sea Life,36,ComeauReturns2022.csv,2022-09-01 Sealife II
320,510467,German Bank (Area 7),2022-09-01,Sealife II,Purse Seine,Comeau - Sea Life,36,ComeauReturns2022.csv,2022-09-01 Sealife II
321,498868,Scots Bay (Area 8),2022-09-06,Sealife II,Purse Seine,Comeau - Sea Life,NA,ComeauReturns2022.csv,2022-09-06 Sealife II
322,475834,Scots Bay (Area 8),2022-09-07,Lady Janice II,Purse Seine,Comeau - Sea Life,98,ComeauReturns2022.csv,2022-09-07 Lady Janice II
323,502044,Scots Bay (Area 8),2022-09-08,Lady Janice II,Purse Seine,Comeau - Sea Life,20,ComeauReturns2022.csv,2022-09-08 Lady Janice II
324,491540,German Bank (Area 7),2022-09-14,Sealife II,Purse Seine,Comeau - Sea Life,86,ComeauReturns2022.csv,2022-09-14 Sealife II
325,491543,German Bank (Area 7),2022-09-14,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2022.csv,2022-09-14 Lady Melissa
326,491590,German Bank (Area 7),2022-09-14,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2022.csv,2022-09-14 Lady Melissa
327,491594,German Bank (Area 7),2022-09-14,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2022.csv,2022-09-14 Lady Melissa
328,603511,German Bank (Area 7),2022-09-14,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2022.csv,2022-09-14 Lady Melissa
329,491582,German Bank (Area 7),2022-09-14,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2022.csv,2022-09-14 Lady Melissa
330,491577,German Bank (Area 7),2022-09-14,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2022.csv,2022-09-14 Lady Melissa
331,491701,German Bank (Area 7),2022-09-14,Lady Melissa,Purse Seine,Comeau - Sea Life,79,ComeauReturns2022.csv,2022-09-14 Lady Melissa
332,489322,Seal Island,2022-09-21,Lady Janice II,Purse Seine,Comeau - Sea Life,41,ComeauReturns2022.csv,2022-09-21 Lady Janice II
333,601148,Seal Island,2022-09-21,Lady Janice II,Purse Seine,Comeau - Sea Life,41,ComeauReturns2022.csv,2022-09-21 Lady Janice II
334,570527,German Bank (Area 7),2022-10-13,Sealife II,Purse Seine,Comeau - Sea Life,NA,ComeauReturns2022.csv,2022-10-13 Sealife II
335,570583,German Bank (Area 7),2022-10-13,Sealife II,Purse Seine,Comeau - Sea Life,NA,ComeauReturns2022.csv,2022-10-13 Sealife II
336,570488,German Bank (Area 7),2022-10-13,Sealife II,Purse Seine,Comeau - Sea Life,NA,ComeauReturns2022.csv,2022-10-13 Sealife II
337,522397,Scots Bay,2022-08-17,Morning Star,Purse Seine,Scotia Garden,113,ScotiaGardenReturns2022.csv,2022-08-17 Morning Star
338,500270,Scots Bay,2022-08-17,Morning Star,Purse Seine,Scotia Garden,113,ScotiaGardenReturns2022.csv,2022-08-17 Morning Star
339,499078,Scots Bay,2022-08-17,Morning Star,Purse Seine,Scotia Garden,113,ScotiaGardenReturns2022.csv,2022-08-17 Morning Star
340,495992,Scots Bay,2022-08-17,Morning Star,Purse Seine,Scotia Garden,113,ScotiaGardenReturns2022.csv,2022-08-17 Morning Star
341,522563,Scots Bay,2022-08-17,Morning Star,Purse Seine,Scotia Garden,113,ScotiaGardenReturns2022.csv,2022-08-17 Morning Star
342,522854,German Bank,2022-08-26,Morning Star,Purse Seine,Scotia Garden,89,ScotiaGardenReturns2022.csv,2022-08-26 Morning Star
343,491388,German Bank,2022-09-14,Morning Star,Purse Seine,Scotia Garden,59,ScotiaGardenReturns2022.csv,2022-09-14 Morning Star
344,603503,German Bank,2022-09-14,Morning Star,Purse Seine,Scotia Garden,59,ScotiaGardenReturns2022.csv,2022-09-14 Morning Star
345,600479,Seal Island,2022-10-07,Leroy & Barry II,Purse Seine,Scotia Garden,135,ScotiaGardenReturns2022.csv,2022-10-07 Leroy & Barry II
346,600440,Seal Island,2022-10-07,Leroy & Barry II,Purse Seine,Scotia Garden,135,ScotiaGardenReturns2022.csv,2022-10-07 Leroy & Barry II
347,600457,Seal Island,2022-10-07,Leroy & Barry II,Purse Seine,Scotia Garden,135,ScotiaGardenReturns2022.csv,2022-10-07 Leroy & Barry II
348,487227,Grand Manan ,2022-10-17,Leroy & Barry II,Purse Seine,Scotia Garden,103,ScotiaGardenReturns2022.csv,2022-10-17 Leroy & Barry II
